,NAME,YEAR,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,SACK,RTG
1926,Taylor Graham,2013,46,100,46.0,462,4.6,60,2,5,12,81.4
1927,Mack Leftwich,2013,44,75,58.7,458,6.1,64,2,2,10,113.4
1928,Bobby Eveld,2013,38,96,39.6,455,4.7,59,2,2,11,82.1
1929,Tyler Arndt,2013,46,86,53.5,452,5.3,35,0,4,6,88.3
1930,Daniel Sams,2013,38,53,71.7,452,8.5,67,4,4,3,153.1
1931,Zach Kline,2013,43,82,52.4,443,5.4,38,3,4,4,100.1
1932,Craig Harrison,2013,35,74,47.3,434,5.9,56,2,1,4,102.8
1933,Seth Russell,2013,26,43,60.5,427,9.9,70,3,3,5,152.9
1934,Jeremy Johnson,2013,29,41,70.7,422,10.3,67,6,2,0,195.7
1935,Ford Childress,2013,36,63,57.1,421,6.7,45,3,3,4,119.5
1936,Cyler Miles,2013,37,61,60.7,418,6.9,57,4,2,2,133.3
1937,Cole Stoudt,2013,47,59,79.7,415,7.0,44,5,0,2,166.7
1938,Brandon Bridge,2013,29,66,43.9,398,6.0,56,1,2,4,93.5
1939,Steven Bench,2013,26,64,40.6,392,6.1,36,2,3,9,93.0
1940,Munchie Legaux,2013,30,51,58.8,382,7.5,40,2,3,2,122.9
1941,King Davis,2013,26,50,52.0,371,7.4,85,2,1,3,123.5
1942,Ryan Williams,2013,22,32,68.8,369,11.5,54,3,1,2,190.3
1943,Ben McLane,2013,28,51,54.9,354,6.9,47,2,1,2,122.2
1944,Skyler Mornhinweg,2013,44,63,69.8,344,5.5,46,3,1,1,128.2
1945,Greyson Lambert,2013,33,75,44.0,340,4.5,23,1,2,5,81.1
1946,Nick Sherry,2013,41,75,54.7,337,4.5,69,3,5,2,92.3
1947,Adam Dingwell,2013,27,68,39.7,318,4.7,49,0,5,4,64.3
1948,Greg Ward,2013,19,29,65.5,310,10.7,69,1,0,4,166.7
1949,Barry Brunetti,2013,23,41,56.1,294,7.2,50,6,0,2,164.6
1950,Brandon Doughty,2014,375,552,67.9,"4,830",8.8,75,49,10,19,167.1
1951,Shane Carden,2014,392,617,63.5,"4,736",7.7,66,30,10,32,140.8
1952,Marcus Mariota,2014,304,445,68.3,"4,454",10.0,80,42,4,31,181.7
1953,Garrett Grayson,2014,270,420,64.3,"4,006",9.5,76,32,7,26,166.2
1954,Jared Goff,2014,316,509,62.1,"3,973",7.8,92,35,7,26,147.6
1955,Jameis Winston,2014,305,467,65.3,"3,907",8.4,68,25,18,17,145.5
1956,Rakeem Cato,2014,267,451,59.2,"3,903",8.7,77,40,13,21,155.4
1957,Trevone Boykin,2014,301,492,61.2,"3,901",7.9,92,33,10,23,145.9
1958,Connor Halliday,2014,354,526,67.3,"3,873",7.4,90,32,11,19,145.0
1959,Bryce Petty,2014,270,428,63.1,"3,855",9.0,89,29,7,24,157.8
1960,Cody Kessler,2014,315,452,69.7,"3,826",8.5,87,39,5,32,167.1
1961,Anu Solomon,2014,313,540,58.0,"3,793",7.0,92,28,9,38,130.7
1962,Grant Hedrick,2014,294,415,70.8,"3,696",8.9,78,23,14,26,157.2
1963,Dylan Thompson,2014,270,451,59.9,"3,564",7.9,85,26,11,25,140.4
1964,Jake Waters,2014,262,397,66.0,"3,501",8.8,70,22,7,31,154.8
1965,Blake Sims,2014,252,391,64.4,"3,487",8.9,87,28,10,13,157.9
1966,Taylor Heinicke,2014,289,457,63.2,"3,476",7.6,74,30,16,28,141.8
1967,Dak Prescott,2014,244,396,61.6,"3,449",8.7,74,27,11,21,151.7
1968,Everett Golson,2014,256,427,60.0,"3,445",8.1,78,29,14,27,143.6
1969,Zach Terrell,2014,250,368,67.9,"3,443",9.4,75,26,10,22,164.4
1970,Cody Sokol,2014,260,448,58.0,"3,436",7.7,84,30,13,19,138.8
1971,Blake Frohnapfel,2014,241,437,55.1,"3,345",7.7,80,23,10,22,132.2
1972,Clint Trickett,2014,281,419,67.1,"3,285",7.8,79,18,10,26,142.3
1973,Nick Arbuckle,2014,259,429,60.4,"3,283",7.7,75,23,17,30,134.4
1974,Andrew Hendrix,2014,222,458,48.5,"3,280",7.2,74,23,9,43,121.3
1975,Fredi Knighten,2014,269,432,62.3,"3,277",7.6,87,24,7,31,141.1
1976,Gunner Kiel,2014,233,390,59.7,"3,254",8.3,83,31,13,12,149.4
1977,Connor Cook,2014,212,365,58.1,"3,214",8.8,71,24,8,11,149.4
1978,Sefo Liufau,2014,325,498,65.3,"3,200",6.4,75,28,15,18,131.8
1979,Brad Kaaya,2014,221,378,58.5,"3,198",8.5,79,26,12,20,145.9
1980,Bo Wallace,2014,229,381,60.1,"3,194",8.4,83,22,14,31,142.2
1981,Pete Thomas,2014,301,501,60.1,"3,181",6.3,64,14,6,44,120.2
1982,James Knapke,2014,280,483,58.0,"3,173",6.6,82,15,12,20,118.4
1983,Sean Mannion,2014,282,453,62.3,"3,164",7.0,72,15,8,36,128.3
1984,Cooper Rush,2014,243,382,63.6,"3,157",8.3,65,27,13,28,149.5
1985,Brett Hundley,2014,271,392,69.1,"3,155",8.0,93,22,5,38,152.7
1986,Dane Evans,2014,256,462,55.4,"3,102",6.7,84,23,17,24,120.9
1987,Marquise Williams,2014,270,428,63.1,"3,068",7.2,91,21,9,26,135.3
1988,Paxton Lynch,2014,259,413,62.7,"3,031",7.3,54,22,9,15,137.6
1989,Christian Hackenberg,2014,270,484,55.8,"2,977",6.2,79,12,15,44,109.4
1990,Justin Holman,2014,223,392,56.9,"2,952",7.5,77,23,14,27,132.4
1991,Blake Decker,2014,231,401,57.6,"2,886",7.2,56,15,18,34,121.4
1992,Gary Nova,2014,187,327,57.2,"2,851",8.7,93,22,12,18,145.3
1993,Driphus Jackson,2014,191,331,57.7,"2,842",8.6,88,24,8,27,148.9
1994,J.T. Barrett,2014,203,314,64.7,"2,834",9.0,80,34,10,23,169.8
1995,Kevin Hogan,2014,232,352,65.9,"2,792",7.9,52,19,8,22,145.8
1996,Tyler Rogers,2014,268,436,61.5,"2,779",6.4,86,19,23,9,118.8
1997,Patrick Towles,2014,225,392,57.4,"2,718",6.9,83,14,9,36,122.8
1998,Anthony Boone,2014,255,453,56.3,"2,700",6.0,54,19,8,13,116.7
1999,Tommy Armstrong Jr.,2014,184,345,53.3,"2,695",7.8,73,22,12,20,133.0
2000,Michael Brewer,2014,262,441,59.4,"2,692",6.1,50,18,15,32,117.4
2001,Tyler Jones,2014,246,376,65.4,"2,670",7.1,71,22,7,26,140.7
2002,Sam B. Richardson,2014,254,451,56.3,"2,669",5.9,59,18,9,26,115.2
2003,Colby Kirkegaard,2014,206,359,57.4,"2,660",7.4,88,12,9,41,125.6
2004,Kenny Hill,2014,214,321,66.7,"2,649",8.3,86,23,8,15,154.6
2005,Maty Mauk,2014,221,414,53.4,"2,648",6.4,73,25,13,23,120.8
2006,Joe Licata,2014,224,345,64.9,"2,647",7.7,92,29,11,16,150.7
2007,Christian Stewart,2014,199,348,57.2,"2,621",7.5,83,25,9,22,139.0
2008,Brian Burrell,2014,252,432,58.3,"2,620",6.1,58,22,18,34,117.8
2009,Jacoby Brissett,2014,221,370,59.7,"2,606",7.0,65,23,5,29,136.7
2010,Austin Grammer,2014,221,338,65.4,"2,557",7.6,65,17,12,26,138.4
2011,Matt Linehan,2014,221,378,58.5,"2,540",6.7,75,11,18,39,115.0
2012,Davis Webb,2014,211,345,61.2,"2,539",7.4,76,24,13,4,138.4
2013,Ikaika Woolsey,2014,210,416,50.5,"2,538",6.1,54,13,13,38,105.8
2014,Nick Marshall,2014,178,293,60.8,"2,532",8.6,68,20,7,14,151.1
2015,Cody Fajardo,2014,239,405,59.0,"2,498",6.2,66,18,11,20,120.1
2016,Nick Mullens,2014,218,365,59.7,"2,470",6.8,44,12,9,21,122.5
2017,Colin Reardon,2014,228,400,57.0,"2,466",6.2,46,14,16,11,112.3
2018,Jake Rudock,2014,213,345,61.7,"2,436",7.1,72,16,5,18,133.5
2019,Tyrone Swoopes,2014,224,384,58.3,"2,409",6.3,73,13,11,27,116.5
2020,Cyler Miles,2014,219,329,66.6,"2,397",7.3,86,17,4,21,142.4
2021,Taylor Lamb,2014,181,295,61.4,"2,381",8.1,63,17,9,8,142.1
2022,Drew Hare,2014,194,326,59.5,"2,322",7.1,65,18,2,12,136.3
2023,P.J. Walker,2014,203,381,53.3,"2,317",6.1,75,13,15,20,107.7
2024,Joe Gray,2014,210,330,63.6,"2,305",7.0,86,11,9,13,127.9
2025,Terrance Broadway,2014,216,342,63.2,"2,300",6.7,62,13,9,22,126.9
2026,Trevor Knight,2014,179,316,56.6,"2,300",7.3,75,14,12,7,124.8
2027,C.J. Brown,2014,189,354,53.4,"2,288",6.5,90,13,10,36,114.1
2028,Brandon Allen,2014,190,339,56.0,"2,285",6.7,54,20,5,12,129.2
2029,Logan Woodside,2014,186,297,62.6,"2,272",7.7,89,19,8,9,142.6
2030,Chad Voytik,2014,176,287,61.3,"2,233",7.8,53,16,7,20,140.2
2031,Cody Clements,2014,183,275,66.5,"2,227",8.1,81,14,8,23,145.6
2032,Jaquez Johnson,2014,182,315,57.8,"2,215",7.0,74,17,5,15,131.5
2033,Trevor Siemian,2014,228,392,58.2,"2,214",5.6,60,7,11,31,105.9
2034,Kyle Pohl,2014,208,382,54.5,"2,189",5.7,57,9,8,18,106.2
2035,Travis Wilson,2014,190,313,60.7,"2,170",6.9,78,18,5,20,134.7
2036,Hutson Mason,2014,188,277,67.9,"2,168",7.8,48,21,4,17,155.7
2037,Quinn Kaehler,2014,169,307,55.0,"2,157",7.0,59,9,12,20,115.9
2038,Taylor Kelly,2014,165,278,59.4,"2,114",7.6,67,22,5,29,145.7
2039,Daxx Garman,2014,152,277,54.9,"2,041",7.4,87,12,12,31,122.4
2040,John Wolford,2014,214,367,58.3,"2,037",5.6,46,12,14,45,108.1
2041,Greg Ward,2014,177,263,67.3,"2,010",7.6,89,12,7,23,141.2
2042,Tanner Lee,2014,185,336,55.1,"1,962",5.8,74,12,14,22,107.6
2043,Brandon Bridge,2014,160,307,52.1,"1,927",6.3,67,15,8,23,115.8
2044,Devin Gardner,2014,174,283,61.5,"1,896",6.7,45,10,15,26,118.8
2045,Cole Stoudt,2014,191,302,63.2,"1,892",6.3,69,9,10,17,119.1
2046,Luke Falk,2014,156,243,64.2,"1,859",7.7,84,13,7,17,140.4
2047,Jameill Showers,2014,159,286,55.6,"1,858",6.5,75,12,6,13,119.8
2048,Brandon Silvers,2014,191,271,70.5,"1,836",6.8,53,11,3,19,138.6
2049,Mitch Leidner,2014,122,237,51.5,"1,798",7.6,54,11,8,20,123.8
2050,Wes Lunt,2014,153,241,63.5,"1,763",7.3,62,14,3,12,141.6
2051,Justin Thomas,2014,96,187,51.3,"1,719",9.2,79,18,6,10,153.9
2052,Michael Cummings,2014,137,244,56.1,"1,715",7.0,78,9,6,18,122.4
2053,Alex McGough,2014,138,274,50.4,"1,680",6.1,85,14,10,28,111.4
2054,Will Gardner,2014,127,221,57.5,"1,669",7.6,74,12,3,13,136.1
2055,Mike White,2014,122,242,50.4,"1,639",6.8,85,8,7,16,112.4
2056,Greyson Lambert,2014,154,261,59.0,"1,632",6.3,54,10,11,11,115.7
2057,Tyler Murphy,2014,131,230,57.0,"1,623",7.1,55,13,10,21,126.2
2058,Anthony Jennings,2014,111,227,48.9,"1,611",7.1,94,11,7,22,118.3
2059,Kale Pearson,2014,101,171,59.1,"1,590",9.3,74,14,3,10,160.7
2060,Justin Worley,2014,157,252,62.3,"1,579",6.3,56,12,8,29,124.3
2061,Patrick Mahomes,2014,105,185,56.8,"1,547",8.4,82,16,4,9,151.2
2062,Chandler Whitmer,2014,124,223,55.6,"1,522",6.8,88,11,8,25,122.0
2063,Deshaun Watson,2014,93,137,67.9,"1,466",10.7,74,14,2,8,188.6
2064,Austin Appleby,2014,144,272,52.9,"1,449",5.3,80,10,11,12,101.7
2065,Mike Bercovici,2014,115,186,61.8,"1,445",7.8,77,12,4,9,144.1
2066,Joel Stave,2014,110,206,53.4,"1,350",6.6,70,9,10,10,113.2
2067,Reilly O'Toole,2014,122,206,59.2,"1,344",6.5,58,10,8,21,122.3
2068,Kyle Allen,2014,118,192,61.5,"1,322",6.9,60,16,7,12,139.5
2069,Jack Milas,2014,115,209,55.0,"1,302",6.2,44,9,5,5,116.8
2070,Andrew McNulty,2014,111,203,54.7,"1,301",6.4,51,6,7,12,111.4
2071,Reginald Bell,2014,105,184,57.1,"1,297",7.0,76,9,6,22,125.9
2072,Ozzie Mann,2014,116,197,58.9,"1,281",6.5,62,10,2,7,128.2
2073,JD Sprague,2014,98,202,48.5,"1,236",6.1,49,3,5,12,99.9
2074,Joshua Dobbs,2014,112,177,63.3,"1,206",6.8,52,9,6,12,130.5
2075,Derrius Vick,2014,94,160,58.8,"1,156",7.2,66,8,4,11,130.9
2076,Nate Sudfeld,2014,101,167,60.5,"1,151",6.9,76,6,3,8,126.6
2077,Jeff Driskel,2014,114,212,53.8,"1,140",5.4,73,9,10,10,103.5
2078,Darell Garretson,2014,91,135,67.4,"1,140",8.4,81,8,3,9,153.4
2079,Matt Johns,2014,89,162,54.9,"1,109",6.8,45,8,5,3,122.6
2080,Tucker Carter,2014,96,167,57.5,"1,083",6.5,53,4,5,11,113.9
2081,Treon Harris,2014,55,111,49.5,"1,019",9.2,86,9,4,7,146.2
2082,Kevin Ellison,2014,71,128,55.5,"1,001",7.8,68,5,3,5,129.4
2083,Johnny McCrary,2014,78,152,51.3,985,6.5,65,9,8,4,114.8
2084,Terrel Hunt,2014,83,145,57.2,983,6.8,51,1,4,3,110.9
2085,Taysom Hill,2014,88,132,66.7,975,7.4,56,7,3,14,141.7
2086,John O'Korn,2014,90,173,52.0,951,5.5,67,6,8,11,100.4
2087,AJ Long,2014,89,165,53.9,935,5.7,46,4,8,17,99.8
2088,Lamar Jordan,2014,59,112,52.7,895,8.0,75,6,5,6,128.6
2089,Kent Myers,2014,79,119,66.4,866,7.3,70,5,3,14,136.3
2090,Reggie Bonnafon,2014,61,120,50.8,864,7.2,52,5,4,22,118.4
2091,Cardale Jones,2014,56,92,60.9,860,9.3,50,7,2,5,160.2
2092,Matt Davis,2014,89,164,54.3,855,5.2,67,3,5,20,98.0
2093,Garrett Krstich,2014,99,181,54.7,855,4.7,53,2,7,16,90.3
2094,Mason Rudolph,2014,49,86,57.0,853,9.9,68,6,4,8,154.0
2095,Keenan Reynolds,2014,52,111,46.8,843,7.6,53,6,3,19,123.1
2096,Skyler Howard,2014,56,110,50.9,829,7.5,53,8,0,4,138.2
2097,Thomas Woodson,2014,76,143,53.1,806,5.6,40,5,6,6,103.6
2098,Seth Russell,2014,48,85,56.5,804,9.5,81,8,1,0,164.6
2099,Danny Etling,2014,89,162,54.9,800,4.9,44,6,5,11,102.5
2100,Cole Weeks,2014,59,112,52.7,761,6.8,55,2,5,15,106.7
2101,Kyle Bolin,2014,45,78,57.7,716,9.2,45,4,3,4,144.0
2102,Tanner McEvoy,2014,65,112,58.0,709,6.3,37,5,6,3,115.2
2103,Montell Cozart,2014,64,128,50.0,701,5.5,67,5,7,11,98.0
2104,Blake Jurich,2014,59,96,61.5,672,7.0,75,5,5,7,127.0
2105,C.J. Beathard,2014,52,92,56.5,645,7.0,62,5,2,4,129.0
2106,Austin Robinson,2014,81,146,55.5,645,4.4,31,1,5,13,88.0
2107,Steven Bench,2014,49,100,49.0,611,6.1,67,3,2,7,106.2
2108,Dajon Williams,2014,46,77,59.7,607,7.9,41,7,4,9,145.6
2109,Munchie Legaux,2014,53,80,66.3,574,7.2,54,3,1,4,136.4
2110,Phillip Ely,2014,41,68,60.3,541,8.0,64,4,1,2,143.6
2111,Dontreal Pruitt,2014,44,77,57.1,533,6.9,49,1,1,4,117.0
2112,Zander Diamont,2014,64,132,48.5,515,3.9,49,1,4,16,77.7
2113,Chad Chalich,2014,36,64,56.3,491,7.7,51,2,2,2,124.8
2114,Caleb Rowe,2014,34,54,63.0,489,9.1,60,5,4,1,154.8
2115,Angel Santiago,2014,35,70,50.0,488,7.0,46,1,1,12,110.4
2116,Mitchell Trubisky,2014,42,78,53.8,459,5.9,39,5,4,2,114.2
2117,Patton Robinette,2014,43,67,64.2,454,6.8,36,3,3,7,126.9
2118,Brandon Harris,2014,25,45,55.6,452,10.0,52,6,2,3,175.0
2119,Jeremy Johnson,2014,28,37,75.7,436,11.8,62,3,0,1,201.4
2120,Chuckie Keeton,2014,51,92,55.4,426,4.6,37,2,4,3,92.8
2121,Jake Coker,2014,38,59,64.4,403,6.8,43,4,0,3,144.2
2122,Rob Bolden,2014,41,95,43.2,399,4.2,43,4,5,11,81.8
2123,Wade Freebeck,2014,34,72,47.2,376,5.2,44,1,5,7,81.8
2124,Zack Oliver,2014,30,57,52.6,367,6.4,54,2,3,2,107.8
2125,Jeremiah Briscoe,2014,17,47,36.2,361,7.7,88,3,4,3,104.7
2126,Jared Lebowitz,2014,26,62,41.9,344,5.5,81,1,1,3,90.6
2127,Nick Montana,2014,45,79,57.0,342,4.3,41,1,3,1,89.9
2128,Hunter Vaughn,2014,38,59,64.4,342,5.8,45,1,6,3,98.4
2129,Cody Thomas,2014,30,66,45.5,342,5.2,47,2,4,2,86.9
2130,Sean Maguire,2014,25,49,51.0,339,6.9,74,1,2,6,107.7
2131,E.J. Hilliard,2014,33,48,68.8,336,7.0,36,1,0,12,134.4
2132,Tim Boyle,2014,43,82,52.4,335,4.1,39,1,3,4,83.5
2133,Stephen Rivers,2014,25,65,38.5,334,5.1,36,0,3,2,72.4
2134,Brice Ramsey,2014,24,39,61.5,333,8.5,47,3,2,0,148.4
2135,Austin Whipple,2014,25,48,52.1,325,6.8,72,3,3,6,117.1
2136,Kendal Thompson,2014,32,52,61.5,324,6.2,45,2,2,10,118.9
2137,Matt Quinn Johnson,2014,25,36,69.4,313,8.7,41,1,0,3,151.6
2138,Brandon Connette,2014,29,54,53.7,299,5.5,53,2,3,4,101.3
2139,Favian Upshaw,2014,19,27,70.4,285,10.6,43,2,1,0,176.1
2140,Grant Rohach,2014,27,54,50.0,283,5.2,35,2,1,4,102.5
2141,Blake Bogenschutz,2014,22,39,56.4,282,7.2,56,0,2,5,106.9
2142,Malik Zaire,2014,21,35,60.0,266,7.6,49,1,0,1,133.3
2143,Matt Floyd,2014,19,44,43.2,264,6.0,50,0,3,4,79.9
2144,Kameron Bryant,2014,23,43,53.5,254,5.9,34,4,2,2,124.5
2145,Austin Wilson,2014,28,50,56.0,253,5.1,41,0,4,3,82.5
2146,Craig Harrison,2014,18,35,51.4,249,7.1,71,3,0,2,139.5
2147,A.J. Schurr,2014,12,28,42.9,242,8.6,54,1,1,4,120.1
2148,Joe Hubener,2014,9,17,52.9,235,13.8,74,1,1,0,176.7
2149,J.W. Walsh,2014,20,36,55.6,233,6.5,55,1,1,1,113.5
2150,Brandon Doughty,2015,388,540,71.9,"5,055",9.4,78,48,9,15,176.5
2151,Matt Quinn Johnson,2015,383,569,67.3,"4,946",8.7,94,46,8,36,164.2
2152,Jared Goff,2015,341,529,64.5,"4,719",8.9,80,43,13,26,161.3
2153,Patrick Mahomes,2015,364,573,63.5,"4,653",8.1,90,36,15,27,147.2
2154,Luke Falk,2015,447,644,69.4,"4,561",7.1,75,38,8,37,145.9
2155,Nick Mullens,2015,331,521,63.5,"4,476",8.6,69,38,12,24,155.2
2156,Nick Arbuckle,2015,307,486,63.2,"4,368",9.0,76,28,12,32,152.7
2157,Dane Evans,2015,305,485,62.9,"4,332",8.9,80,25,8,40,151.6
2158,Deshaun Watson,2015,333,491,67.8,"4,104",8.4,67,35,13,15,156.3
2159,Chad Kelly,2015,298,458,65.1,"4,042",8.8,73,31,13,18,155.9
2160,Jeff Driskel,2015,281,450,62.4,"4,033",9.0,72,27,8,19,154.0
2161,Brent Stockstill,2015,327,490,66.7,"4,005",8.2,76,30,9,17,151.9
2162,Mike Bercovici,2015,319,532,60.0,"3,860",7.3,93,30,9,37,136.1
2163,Cooper Rush,2015,324,489,66.3,"3,848",7.9,83,25,11,27,144.7
2164,Dak Prescott,2015,316,477,66.2,"3,793",8.0,63,29,5,32,151.0
2165,Paxton Lynch,2015,296,443,66.8,"3,776",8.5,82,28,4,17,157.5
2166,Mason Rudolph,2015,264,424,62.3,"3,770",8.9,82,21,9,30,149.1
2167,Baker Mayfield,2015,269,395,68.1,"3,700",9.4,76,36,7,39,173.3
2168,Josh Rosen,2015,292,487,60.0,"3,670",7.5,70,23,11,15,134.3
2169,Trevone Boykin,2015,257,396,64.9,"3,575",9.0,70,31,10,12,161.5
2170,Nate Sudfeld,2015,247,412,60.0,"3,573",8.7,72,27,7,9,151.0
2171,Cody Kessler,2015,298,446,66.8,"3,536",7.9,83,29,7,38,151.7
2172,Zach Terrell,2015,262,391,67.0,"3,522",9.0,80,29,9,31,162.5
2173,Brandon Allen,2015,244,370,65.9,"3,440",9.3,71,30,8,14,166.5
2174,Tanner Mangum,2015,267,446,59.9,"3,377",7.6,84,23,10,30,136.0
2175,Brett Rypien,2015,273,430,63.5,"3,353",7.8,85,20,8,20,140.6
2176,Brad Kaaya,2015,238,389,61.2,"3,238",8.3,67,16,5,16,142.1
2177,Skyler Howard,2015,221,403,54.8,"3,145",7.8,70,26,14,31,134.7
2178,Connor Cook,2015,229,408,56.1,"3,131",7.7,74,24,7,18,136.6
2179,Jake Coker,2015,263,393,66.9,"3,110",7.9,81,21,8,25,147.0
2180,Marquise Williams,2015,219,357,61.3,"3,072",8.6,89,24,10,15,150.2
2181,Tommy Armstrong Jr.,2015,222,402,55.2,"3,030",7.5,55,22,16,12,128.6
2182,Jake Rudock,2015,249,389,64.0,"3,017",7.8,64,20,9,17,141.5
2183,Matt Linehan,2015,248,391,63.4,"2,989",7.6,71,16,11,24,135.5
2184,P.J. Walker,2015,246,433,56.8,"2,973",6.9,75,19,8,18,125.3
2185,Joe Licata,2015,280,449,62.4,"2,969",6.6,78,16,15,16,123.0
2186,Phillip Ely,2015,226,403,56.1,"2,965",7.4,88,23,10,4,131.7
2187,Jake Browning,2015,233,368,63.3,"2,955",8.0,81,16,10,30,139.7
2188,Blake Frohnapfel,2015,266,472,56.4,"2,919",6.2,62,16,13,26,114.0
2189,DeShone Kizer,2015,211,335,63.0,"2,884",8.6,81,21,10,23,150.0
2190,Kevin Hogan,2015,206,304,67.8,"2,867",9.4,93,27,8,19,171.0
2191,Greg Ward,2015,232,345,67.2,"2,828",8.2,67,17,6,25,148.9
2192,Matt Johns,2015,247,403,61.3,"2,810",7.0,80,20,17,20,127.8
2193,C.J. Beathard,2015,223,362,61.6,"2,809",7.8,85,17,5,29,139.5
2194,Gunner Kiel,2015,206,316,65.2,"2,777",8.8,88,19,11,8,151.9
2195,Wes Lunt,2015,270,481,56.1,"2,761",5.7,53,14,6,18,111.5
2196,Alex McGough,2015,269,420,64.0,"2,722",6.5,75,21,8,27,131.2
2197,Mitch Leidner,2015,242,407,59.5,"2,701",6.6,57,14,11,16,121.1
2198,Joel Stave,2015,225,370,60.8,"2,687",7.3,45,11,11,21,125.7
2199,Nick Stevens,2015,211,347,60.8,"2,679",7.7,69,21,12,15,138.7
2200,Anu Solomon,2015,205,330,62.1,"2,667",8.1,78,20,5,20,147.0
2201,Jacoby Brissett,2015,237,395,60.0,"2,662",6.7,83,20,6,37,130.3
2202,Blake Kemp,2015,260,375,69.3,"2,658",7.1,69,16,10,13,137.6
2203,Vernon Adams Jr.,2015,168,259,64.9,"2,643",10.2,52,26,6,26,179.1
2204,Thomas Sirk,2015,251,427,58.8,"2,625",6.1,89,16,8,12,119.0
2205,Chase Litton,2015,230,383,60.1,"2,605",6.8,66,23,8,16,132.8
2206,Christian Hackenberg,2015,192,359,53.5,"2,525",7.0,77,16,6,38,123.9
2207,Tyler Jones,2015,223,382,58.4,"2,494",6.5,65,14,10,18,120.1
2208,Sefo Liufau,2015,214,344,62.2,"2,418",7.0,72,9,6,23,126.4
2209,Taylor Lamb,2015,170,283,60.1,"2,387",8.4,58,31,9,11,160.7
2210,Brandon Silvers,2015,202,330,61.2,"2,378",7.2,75,20,7,11,137.5
2211,Driphus Jackson,2015,185,316,58.5,"2,348",7.4,60,18,7,34,135.3
2212,Brogan Roback,2015,211,346,61.0,"2,304",6.7,64,16,11,12,125.8
2213,Quinton Flowers,2015,163,276,59.1,"2,296",8.3,71,22,8,20,149.4
2214,Joshua Dobbs,2015,205,344,59.6,"2,291",6.7,75,15,5,21,127.0
2215,Nathan Peterman,2015,193,314,61.5,"2,287",7.3,51,20,8,25,138.6
2216,Riley Neal,2015,228,391,58.3,"2,276",5.8,53,16,6,9,117.6
2217,Cody Clements,2015,171,324,52.8,"2,272",7.0,76,13,15,24,115.7
2218,Matt Davis,2015,183,336,54.5,"2,263",6.7,63,16,7,38,122.6
2219,Chris Laviano,2015,187,307,60.9,"2,247",7.3,58,16,12,24,131.8
2220,Kyle Allen,2015,160,283,56.5,"2,210",7.8,95,17,7,23,137.0
2221,Thomas Woodson,2015,162,307,52.8,"2,202",7.2,72,16,11,11,123.1
2222,Brandon Harris,2015,149,277,53.8,"2,165",7.8,67,13,6,17,130.6
2223,Patrick Towles,2015,183,326,56.1,"2,148",6.6,53,9,14,25,112.0
2224,Tyler Stewart,2015,186,326,57.1,"2,139",6.6,73,15,7,22,123.1
2225,Seth Russell,2015,119,200,59.5,"2,104",10.5,87,29,6,3,189.7
2226,Travis Wilson,2015,195,314,62.1,"2,095",6.7,66,13,10,23,125.4
2227,Bryant Shirreffs,2015,168,279,60.2,"2,078",7.4,69,9,8,34,127.7
2228,Garrett Smith,2015,191,333,57.4,"2,033",6.1,69,17,11,24,118.9
2229,Kenny Potter,2015,182,270,67.4,"1,984",7.3,42,15,7,30,142.3
2230,Drew Hare,2015,164,257,63.8,"1,962",7.6,67,14,4,15,142.8
2231,Greyson Lambert,2015,162,256,63.3,"1,959",7.7,48,12,2,11,141.5
2232,Cameron Coffman,2015,152,241,63.1,"1,951",8.1,92,18,10,25,147.4
2233,Perry Orth,2015,143,261,54.8,"1,929",7.4,78,12,9,17,125.1
2234,Hayden Moore,2015,133,225,59.1,"1,885",8.4,68,9,11,17,132.9
2235,Lamar Jackson,2015,135,247,54.7,"1,840",7.4,56,12,8,26,126.8
2236,Joe Hubener,2015,131,275,47.6,"1,837",6.7,72,9,10,21,107.3
2237,Fredi Knighten,2015,136,251,54.2,"1,835",7.3,75,19,9,15,133.4
2238,Derrius Vick,2015,158,247,64.0,"1,809",7.3,67,10,6,21,134.0
2239,John Wolford,2015,142,233,60.9,"1,791",7.7,58,9,11,23,128.8
2240,Everett Golson,2015,147,219,67.1,"1,778",8.1,70,11,3,18,149.2
2241,Ryan Willis,2015,164,315,52.1,"1,719",5.5,53,9,10,31,101.0
2242,Blake Decker,2015,120,209,57.4,"1,713",8.2,85,12,8,10,137.6
2243,Michael Brewer,2015,126,216,58.3,"1,703",7.9,75,13,7,18,137.9
2244,Treon Harris,2015,119,235,50.6,"1,676",7.1,66,9,6,31,118.1
2245,Tanner Lee,2015,143,276,51.8,"1,639",5.9,90,11,7,20,109.8
2246,Karson Roberts,2015,77,148,52.0,"1,595",10.8,75,11,11,3,152.2
2247,Kent Myers,2015,121,199,60.8,"1,593",8.0,63,16,3,14,151.6
2248,Jaquez Johnson,2015,129,240,53.8,"1,592",6.6,94,9,7,17,116.0
2249,David Blough,2015,169,293,57.7,"1,574",5.4,83,10,8,19,108.6
2250,Max Wittek,2015,128,271,47.2,"1,542",5.7,79,7,15,22,92.5
2251,Johnny McCrary,2015,146,267,54.7,"1,533",5.7,44,6,12,19,101.3
2252,Maxwell Smith,2015,110,200,55.0,"1,529",7.6,58,13,2,18,138.7
