,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,HT/WT,DOB,DRAFT_STATUS
1196,Brian Burrell,FRES,2014,47.7,4.1,568,23.4,26.5,10.0,-16.4,3.3,51.9,na,na,na
1197,Cody Clements,UAB,2014,47.6,7.0,399,21.8,34.6,1.9,-14.0,-0.4,54.6,na,na,na
1198,Brandon Silvers,TROY,2014,47.5,18.0,393,31.8,35.3,8.5,-11.7,-0.1,61.7,na,5/9/1994,na
1199,Keenan Reynolds,NAVY,2014,46.8,3.0,372,18.8,7.6,22.3,-10.4,-0.7,52.1,na,12/13/1993,"2016: Rd 6, Pk 182 (BAL)"
1200,Nick Mullens,USM,2014,46.6,3.9,446,20.1,31.2,0.0,-12.8,1.9,52.3,"6' 1"", 210 lbs",3/21/1995 (25),na
1201,Blake Decker,UNLV,2014,46.4,2.8,597,26.4,32.3,10.5,-18.8,2.1,51.2,na,na,na
1202,Anthony Jennings,LSU,2014,46.1,-23.3,360,-5.1,6.6,0.9,-15.1,2.4,33.8,na,na,na
1203,Fredi Knighten,ARST,2014,45.8,8.9,703,33.5,47.2,6.3,-17.8,-2.1,53.3,na,na,na
1204,Austin Appleby,PUR,2014,45.5,-18.5,346,-1.4,-2.9,7.7,-6.7,0.5,36.5,na,6/4/1993,na
1205,Joe Gray,SJSU,2014,44.6,7.2,412,22.5,23.8,7.7,-8.6,-0.4,54.5,na,na,na
1206,Trevor Siemian,NW,2014,44.5,-20.0,489,3.2,23.5,2.3,-23.3,0.8,39.6,na,12/26/1991,"2015: Rd 7, Pk 250 (DEN)"
1207,Mike White,USF,2014,43.3,-5.7,292,7.1,17.2,-1.7,-9.4,1.0,45.0,na,3/25/1995,"2018: Rd 5, Pk 171 (DAL)"
1208,Jack Milas,BALL,2014,43.0,5.0,249,15.9,16.3,1.7,-4.7,2.8,55.2,na,na,na
1209,Jeff Driskel,FLA,2014,42.5,-17.2,293,-2.4,-5.4,7.1,-5.8,1.6,35.2,"6' 4"", 235 lbs",4/23/1993 (27),"2016: Rd 6, Pk 207 (SF)"
1210,Tyler Jones,TXST,2014,42.1,7.8,581,28.8,45.2,1.0,-16.2,-1.4,53.5,na,na,na
1211,Quinn Kaehler,SDSU,2014,42.1,-2.0,365,13.4,23.4,0.2,-11.6,1.3,48.6,na,na,na
1212,Cole Stoudt,CLEM,2014,40.5,-27.8,387,-7.5,1.7,0.2,-10.5,1.1,32.1,na,10/23/1992,na
1213,Colin Reardon,KENT,2014,40.0,-2.4,496,18.9,20.2,0.1,-7.0,5.5,48.8,na,na,na
1214,Colby Kirkegaard,WYO,2014,39.5,-10.6,474,10.2,30.9,4.2,-24.2,-0.7,44.2,na,na,na
1215,James Knapke,BGSU,2014,39.4,-1.8,608,24.3,23.9,5.3,-13.4,8.6,49.2,na,na,na
1216,Pete Thomas,ULM,2014,38.8,-9.5,652,20.0,39.1,2.9,-26.2,4.4,46.2,na,na,na
1217,Reginald Bell,EMU,2014,38.3,-1.6,337,10.5,8.7,12.1,-11.4,1.1,48.8,na,na,na
1218,Jameill Showers,UTEP,2014,38.3,-0.7,424,15.5,6.8,12.6,-5.3,1.4,49.6,na,9/6/1991,na
1219,Ozzie Mann,BALL,2014,37.7,0.1,246,10.4,22.1,-7.3,-5.0,0.6,50.1,na,na,na
1220,Christian Hackenberg,PSU,2014,37.3,-46.7,637,-15.1,20.0,-5.3,-32.8,3.0,31.8,na,2/14/1995,"2016: Rd 2, Pk 51 (NYJ)"
1221,Matt Davis,SMU,2014,36.7,-13.6,294,0.4,-2.2,12.3,-9.3,-0.5,38.2,na,na,na
1222,Angel Santiago,ARMY,2014,36.3,-6.1,284,6.7,3.5,9.0,-6.5,0.6,44.5,na,na,na
1223,Tanner Lee,TULN,2014,34.7,-24.0,400,-3.8,9.4,-0.9,-15.4,3.0,34.9,na,2/14/1995,"2018: Rd 6, Pk 203 (JAX)"
1224,P.J. Walker,TEM,2014,34.3,-38.0,524,-10.7,-0.7,-0.5,-12.7,3.2,32.0,"5' 11"", 212 lbs",2/26/1995 (25),na
1225,Andrew Hendrix,M-OH,2014,33.9,-19.9,678,11.2,29.2,13.8,-32.3,0.8,42.4,na,na,na
1226,Kyle Pohl,AKR,2014,33.6,-15.3,464,5.5,10.2,2.3,-10.8,3.7,41.5,na,na,na
1227,Brandon Bridge,USA,2014,33.3,-8.5,437,11.0,20.0,5.1,-15.7,1.7,45.0,na,na,na
1228,Tyler Rogers,NMSU,2014,32.7,-10.1,545,12.9,26.3,-10.2,-5.6,2.3,45.2,na,na,na
1229,John Wolford,WAKE,2014,31.3,-56.9,500,-28.3,9.1,-8.9,-31.5,3.0,23.5,"6' 1"", 200 lbs",10/16/1995 (24),na
1230,Ikaika Woolsey,HAW,2014,31.0,-36.6,586,-6.6,11.1,3.7,-24.2,2.8,34.3,na,na,na
1231,Andrew McNulty,UNT,2014,29.3,-11.9,263,0.5,5.3,-1.0,-5.5,1.6,38.5,na,na,na
1232,JD Sprague,OHIO,2014,29.3,-12.4,289,1.2,0.9,5.3,-5.7,0.6,39.0,na,na,na
1233,Chandler Whitmer,CONN,2014,26.1,-28.8,326,-11.6,2.1,-0.1,-16.3,2.5,28.5,na,na,na
1234,Matt Linehan,IDHO,2014,25.7,-34.3,510,-7.8,15.5,-3.9,-21.0,1.9,33.2,na,na,na
1235,Alex McGough,FIU,2014,22.5,-37.6,399,-16.8,3.0,3.3,-21.5,-1.4,27.3,na,11/19/1995,"2018: Rd 7, Pk 220 (SEA)"
1236,Austin Robinson,UTSA,2014,20.3,-21.1,240,-8.2,-4.0,4.8,-10.6,1.5,28.6,na,na,na
1237,Seth Russell,BAY,2015,89.9,70.2,281,62.2,46.5,16.1,-2.0,1.7,93.1,na,na,na
1238,Brandon Allen,ARK,2015,88.0,63.7,454,78.9,85.2,4.0,-10.2,-1.4,81.1,na,9/5/1992,"2016: Rd 6, Pk 201 (JAX)"
1239,Kevin Hogan,STAN,2015,87.3,66.3,428,74.3,67.9,15.1,-13.6,4.9,83.4,na,10/20/1992,"2016: Rd 5, Pk 162 (KC)"
1240,Chad Kelly,MISS,2015,86.9,79.4,612,85.3,70.8,22.7,-10.4,2.3,79.4,na,3/26/1994,"2017: Rd 7, Pk 253 (DEN)"
1241,Deshaun Watson,CLEM,2015,86.7,90.3,746,107.3,77.6,33.2,-8.5,5.1,77.9,"6' 2"", 215 lbs",9/14/1995 (25),"2017: Rd 1, Pk 12 (HOU)"
1242,Trevone Boykin,TCU,2015,85.1,87.5,557,92.0,74.4,16.9,-6.4,6.9,83.7,na,8/22/1993,na
1243,Jared Goff,CAL,2015,84.2,79.2,638,89.6,99.3,5.4,-17.5,2.4,78.4,"6' 4"", 222 lbs",10/14/1994 (25),"2016: Rd 1, Pk 1 (LAR)"
1244,Brandon Doughty,WKU,2015,82.9,91.9,603,97.7,107.8,-3.6,-8.3,1.6,83.0,na,10/6/1991,"2016: Rd 7, Pk 223 (MIA)"
1245,Vernon Adams Jr.,ORE,2015,82.2,42.1,374,52.4,67.9,2.0,-16.0,-1.4,76.3,na,na,na
1246,Jake Rudock,MICH,2015,82.0,50.5,490,59.9,51.5,16.2,-10.6,2.7,74.5,na,1/21/1993,"2016: Rd 6, Pk 191 (DET)"
1247,Baker Mayfield,OKLA,2015,80.4,57.1,571,69.0,73.4,13.8,-22.0,3.8,73.9,"6' 1"", 215 lbs",4/14/1995 (25),"2018: Rd 1, Pk 1 (CLE)"
1248,DeShone Kizer,ND,2015,79.1,41.7,512,56.9,46.3,19.5,-12.4,4.0,70.0,na,1/3/1996,"2017: Rd 2, Pk 52 (CLE)"
1249,Patrick Mahomes,TTU,2015,79.1,78.2,751,92.5,75.1,33.2,-17.3,1.4,74.7,"6' 3"", 230 lbs",9/17/1995 (25),"2017: Rd 1, Pk 10 (KC)"
1250,Dak Prescott,MSST,2015,78.8,50.6,660,69.8,73.1,14.9,-19.0,0.9,68.9,"6' 2"", 235 lbs",7/29/1993 (27),"2016: Rd 4, Pk 135 (DAL)"
1251,Greg Ward,HOU,2015,78.1,74.7,588,87.6,50.6,53.2,-15.5,-0.7,78.9,"5' 11"", 190 lbs",7/12/1995 (25),na
1252,Matt Quinn Johnson,BGSU,2015,77.4,83.0,739,98.8,102.8,13.8,-21.5,3.7,76.3,na,9/9/1992,na
1253,Connor Cook,MSU,2015,76.9,48.3,495,64.5,69.2,2.6,-10.6,3.2,73.4,na,1/29/1993,"2016: Rd 4, Pk 100 (OAK)"
1254,J.T. Barrett,OSU,2015,76.9,21.1,279,27.0,14.1,15.9,-3.1,0.1,68.7,na,1/23/1995,na
1255,Marquise Williams,UNC,2015,76.4,46.6,560,60.7,37.3,35.1,-12.5,0.8,70.4,na,10/5/1992,na
1256,Brent Stockstill,MTSU,2015,76.3,55.4,578,63.7,71.8,0.8,-9.8,0.8,73.0,na,na,na
1257,Joshua Dobbs,TENN,2015,75.9,33.2,532,52.3,41.3,22.2,-14.9,3.6,65.7,"6' 3"", 216 lbs",1/26/1995 (25),"2017: Rd 4, Pk 135 (PIT)"
1258,Paxton Lynch,MEM,2015,74.9,57.8,566,75.8,77.4,9.6,-11.2,-0.1,74.3,na,2/12/1994,"2016: Rd 1, Pk 26 (DEN)"
1259,Mason Rudolph,OKST,2015,73.9,44.1,519,59.0,76.1,-1.4,-18.0,2.4,70.7,"6' 5"", 235 lbs",7/17/1995 (25),"2018: Rd 3, Pk 76 (PIT)"
1260,Nate Sudfeld,IND,2015,73.8,44.3,499,65.2,65.4,1.2,-7.3,5.8,71.5,"6' 6"", 227 lbs",10/7/1993 (27),"2016: Rd 6, Pk 187 (WSH)"
1261,Keenan Reynolds,NAVY,2015,73.0,43.0,398,49.7,21.5,35.6,-7.3,0.0,75.4,na,12/13/1993,"2016: Rd 6, Pk 182 (BAL)"
1262,Tommy Armstrong Jr.,NEB,2015,72.8,25.4,546,44.0,34.1,17.0,-9.4,2.5,61.9,na,11/8/1993,na
1263,Lamar Jackson,LOU,2015,72.2,23.0,443,36.8,17.3,37.9,-17.1,-1.3,63.2,"6' 2"", 212 lbs",1/7/1997 (23),"2018: Rd 1, Pk 32 (BAL)"
1264,Anu Solomon,ARIZ,2015,72.0,35.2,429,48.7,51.7,5.3,-12.5,4.2,70.1,na,na,na
1265,Tanner Mangum,BYU,2015,70.7,33.5,555,51.6,62.6,1.5,-19.1,6.5,65.2,na,na,na
1266,Cooper Rush,CMU,2015,70.5,51.9,600,71.8,78.4,9.1,-16.3,0.8,71.1,na,11/21/1993,na
1267,Taylor Lamb,APP,2015,70.4,43.4,408,50.4,40.7,12.2,-6.0,3.6,75.1,na,na,na
1268,Jake Coker,ALA,2015,70.2,10.8,520,30.2,43.0,3.2,-16.4,0.5,55.4,na,9/22/1992,na
1269,Gunner Kiel,CIN,2015,70.0,34.9,380,46.3,50.5,-1.4,-5.8,3.1,72.2,na,na,na
1270,C.J. Beathard,IOWA,2015,69.7,31.1,500,47.0,42.5,22.9,-19.3,1.0,65.6,"6' 2"", 215 lbs",11/16/1993 (26),"2017: Rd 3, Pk 104 (SF)"
1271,Brad Kaaya,MIAMI,2015,69.4,27.7,477,41.6,56.2,-4.3,-12.1,1.8,64.6,na,9/3/1995,"2017: Rd 6, Pk 215 (DET)"
1272,Nick Mullens,USM,2015,69.1,60.2,612,71.2,83.4,4.3,-18.4,2.0,73.5,"6' 1"", 210 lbs",3/21/1995 (25),na
1273,Zach Terrell,WMU,2015,68.9,38.1,517,50.6,60.9,6.9,-16.2,-1.0,68.3,na,5/1/1993,na
1274,Jeff Driskel,LT,2015,68.4,53.8,583,65.9,65.3,9.9,-11.1,1.7,72.3,"6' 4"", 235 lbs",4/23/1993 (27),"2016: Rd 6, Pk 207 (SF)"
1275,Josh Rosen,UCLA,2015,68.4,35.7,584,52.6,57.7,4.8,-8.9,-1.1,65.4,na,2/10/1997,"2018: Rd 1, Pk 10 (ARI)"
1276,Kent Myers,USU,2015,68.3,25.2,303,32.1,29.6,9.4,-8.9,2.0,70.3,na,na,na
1277,Brandon Harris,LSU,2015,68.2,14.3,395,26.8,27.6,8.8,-12.2,2.7,59.3,na,na,na
1278,Kenny Potter,SJSU,2015,68.1,36.2,408,46.9,37.6,22.4,-16.6,3.6,71.6,na,na,na
1279,Nathan Peterman,PITT,2015,68.0,15.9,433,32.9,42.4,6.4,-18.6,2.8,59.4,"6' 2"", 225 lbs",5/4/1994 (26),"2017: Rd 5, Pk 171 (BUF)"
1280,Cody Kessler,USC,2015,67.5,19.7,556,39.0,56.5,6.1,-23.1,-0.3,59.1,na,5/11/1993,"2016: Rd 3, Pk 93 (CLE)"
1281,Greyson Lambert,UGA,2015,66.8,3.8,310,16.1,29.4,-3.3,-8.9,-1.1,53.2,na,na,na
1282,Dane Evans,TLSA,2015,66.5,42.9,642,60.7,81.0,1.3,-23.7,2.0,66.7,na,11/19/1993,na
1283,Mike Bercovici,ASU,2015,66.5,26.9,675,51.7,63.7,7.5,-22.9,3.4,60.2,na,2/9/1993,na
1284,Luke Falk,WSU,2015,65.9,51.4,777,81.6,104.1,1.7,-24.5,0.5,66.5,na,12/28/1994,"2018: Rd 6, Pk 199 (TEN)"
1285,Jacoby Brissett,NCST,2015,65.5,16.2,564,32.4,35.9,15.3,-20.8,2.0,57.4,"6' 4"", 238 lbs",12/11/1992 (27),"2016: Rd 3, Pk 91 (NE)"
1286,Joel Stave,WIS,2015,64.8,12.7,439,29.5,40.0,-1.7,-16.6,7.9,57.5,na,5/16/1992,na
1287,Michael Brewer,VT,2015,64.3,9.9,271,21.1,30.9,0.5,-12.6,2.7,59.4,na,na,na
1288,Nick Stevens,CSU,2015,64.2,31.2,435,43.7,46.6,4.6,-8.6,0.8,67.8,na,1/31/1995,na
1289,Matt Linehan,IDHO,2015,64.1,44.0,513,56.5,52.0,16.0,-14.1,2.6,70.9,na,na,na
1290,Matt Johns,UVA,2015,63.4,11.3,510,31.6,37.5,6.9,-15.4,2.7,55.8,na,na,na
1291,Eric Dungey,SYR,2015,63.3,3.9,287,14.1,16.9,3.2,-7.9,2.0,53.5,na,6/12/1996,na
1292,Everett Golson,FSU/ND,2015,63.0,4.1,301,16.2,29.7,-0.3,-12.8,-0.4,53.5,na,na,na
1293,Perry Orth,SC,2015,63.0,-0.7,342,13.9,17.5,6.3,-9.9,0.0,49.5,na,na,na
1294,Joel Lanning,ISU,2015,62.8,-0.7,303,10.3,10.2,13.4,-13.5,0.1,49.4,na,11/18/1994,na
1295,Kyle Allen,TA&M,2015,62.3,-2.7,369,12.5,24.3,5.2,-18.1,0.8,48.1,"6' 3"", 210 lbs",3/8/1996 (24),na
1296,Nick Arbuckle,GAST,2015,62.2,50.9,599,68.5,83.0,2.6,-20.1,3.0,70.7,na,na,na
1297,Blake Kemp,ECU,2015,62.0,21.0,439,35.7,45.4,-2.9,-8.3,1.6,62.2,na,na,na
1298,Mitch Leidner,MINN,2015,61.3,4.0,555,26.8,39.1,0.1,-12.9,0.3,51.9,na,1/17/1994,na
1299,Thomas Sirk,DUKE,2015,60.8,12.8,649,38.0,27.8,10.4,-5.9,5.0,55.1,na,na,na
1300,Jake Browning,WASH,2015,60.8,10.8,469,29.0,36.4,12.6,-19.7,-0.2,56.0,na,4/11/1996,na
1301,Brett Rypien,BSU,2015,58.3,26.9,506,37.5,42.1,3.1,-11.6,3.8,63.5,"6' 2"", 202 lbs",7/9/1996 (24),na
1302,David Blough,PUR,2015,57.9,-4.4,376,10.3,12.2,6.8,-10.3,1.6,46.9,na,7/31/1995,na
1303,Blake Decker,UNLV,2015,57.7,11.0,275,20.7,20.4,2.8,-7.3,4.8,60.2,na,na,na
1304,Skyler Howard,WVU,2015,57.4,5.2,599,26.4,35.8,7.4,-20.5,3.6,52.3,na,11/6/1994,na
1305,Travis Wilson,UTAH,2015,57.3,-0.1,489,20.7,16.2,13.6,-15.2,6.1,49.9,na,12/14/1993,na
1306,Matt Davis,SMU,2015,57.1,23.4,562,39.4,29.4,22.2,-20.6,8.4,60.6,na,na,na
1307,Cardale Jones,OSU,2015,56.1,5.3,261,14.4,22.4,-0.9,-7.9,0.9,55.3,na,9/29/1992,"2016: Rd 4, Pk 139 (BUF)"
1308,Chase Litton,MRSH,2015,55.5,18.5,473,31.8,42.5,-3.3,-8.3,0.9,60.0,na,10/5/1995,na
1309,Seth Collins,ORST,2015,55.2,7.1,280,15.3,8.6,9.2,-2.5,0.1,56.5,"6' 3"", 200 lbs",na,na
1310,Drew Hare,NIU,2015,54.8,12.3,385,26.2,35.4,0.1,-8.7,-0.5,58.2,na,na,na
1311,Chris Laviano,RUTG,2015,54.7,0.7,407,15.5,28.8,-0.8,-11.5,-1.2,50.5,na,na,na
1312,Quinton Flowers,USF,2015,54.4,12.3,506,29.9,24.0,15.4,-9.7,0.2,56.3,na,12/2/1994,na
1313,P.J. Walker,TEM,2015,54.2,8.8,575,32.1,34.9,0.0,-12.3,9.1,54.0,"5' 11"", 212 lbs",2/26/1995 (25),na
1314,Patrick Towles,UK,2015,54.1,-4.4,430,14.5,13.8,12.3,-15.5,3.8,47.4,na,na,na
1315,Treon Harris,FLA,2015,53.9,-18.1,354,-1.0,9.3,12.2,-22.1,-0.4,37.0,na,na,na
1316,Joe Hubener,KSU,2015,53.8,0.9,496,20.5,18.7,10.1,-11.6,3.5,50.5,na,na,na
1317,Thomas Woodson,AKR,2015,53.6,19.6,485,36.0,30.4,9.4,-8.9,5.1,60.3,na,na,na
1318,Hayden Moore,CIN,2015,53.6,-1.1,302,10.1,20.4,-1.0,-10.5,1.2,49.0,na,na,na
1319,Karson Roberts,AFA,2015,53.2,6.8,335,17.6,14.9,3.5,-0.5,-0.4,55.2,na,na,na
1320,Brandon Silvers,TROY,2015,53.0,7.3,401,20.7,29.4,-1.0,-7.5,-0.1,54.7,na,5/9/1994,na
1321,Joe Licata,BUFF,2015,52.6,8.8,526,28.5,34.4,3.0,-10.1,1.5,54.3,na,11/16/1992,na
1322,Jerrod Heard,TEX,2015,52.2,-2.1,317,11.2,12.1,19.0,-18.7,-1.2,48.3,na,na,na
1323,Derrius Vick,OHIO,2015,50.8,7.0,370,20.8,35.7,-1.8,-15.3,2.2,54.9,na,na,na
1324,Phillip Ely,TOL,2015,50.7,7.9,472,26.3,35.6,-5.4,-4.0,0.1,54.3,na,na,na
1325,Sefo Liufau,COLO,2015,50.1,0.6,482,20.1,25.5,6.1,-12.7,1.0,50.3,na,10/29/1994,na
1326,Tyler Jones,TXST,2015,50.0,16.3,562,33.0,28.3,14.2,-10.7,1.4,57.5,na,na,na
1327,Sam B. Richardson,ISU,2015,49.8,-2.7,291,9.2,21.0,-2.2,-11.7,2.1,47.6,na,na,na
1328,Christian Hackenberg,PSU,2015,49.5,-16.8,477,5.2,22.7,4.8,-23.7,1.4,40.9,na,2/14/1995,"2016: Rd 2, Pk 51 (NYJ)"
1329,Wes Lunt,ILL,2015,49.4,-23.8,543,2.0,14.8,-2.9,-11.7,1.7,38.8,na,10/7/1993,na
1330,Riley Neal,BALL,2015,48.2,-2.3,511,17.5,21.8,-3.6,-6.6,6.0,48.9,na,10/2/1996,na
1331,Driphus Jackson,RICE,2015,47.5,7.6,455,22.7,40.3,0.5,-19.1,1.0,54.3,na,na,na
1332,Lamar Jordan,UNM,2015,47.1,10.1,285,22.1,3.5,22.5,-4.4,0.3,59.1,na,10/2/1994,na
1333,Brenden Motley,VT,2015,47.1,-7.3,279,5.4,10.2,5.5,-12.4,2.2,43.3,na,na,na
1334,Austin Appleby,PUR,2015,47.0,-3.6,278,7.6,16.7,-4.8,-6.8,2.5,46.7,na,6/4/1993,na
1335,Tyler Stewart,NEV,2015,45.9,6.1,466,24.6,24.3,10.8,-15.8,5.2,53.4,na,na,na
1336,Clayton Thorson,NW,2015,45.7,-16.8,421,3.0,3.9,16.4,-16.6,-0.8,39.8,na,6/15/1995,"2019: Rd 5, Pk 167 (PHI)"
1337,John Wolford,WAKE,2015,44.5,-18.0,326,-1.9,11.3,-0.8,-13.2,0.7,36.0,"6' 1"", 200 lbs",10/16/1995 (24),na
1338,Brogan Roback,EMU,2015,44.2,3.0,433,17.3,24.8,0.5,-7.5,-0.3,51.8,na,8/29/1994,na
1339,Brooks Haack,ULL,2015,44.1,2.4,270,13.4,16.0,5.0,-8.0,0.7,52.3,na,na,na
1340,Alex McGough,FIU,2015,42.8,0.9,550,21.9,31.5,5.9,-17.2,1.8,50.4,na,11/19/1995,"2018: Rd 7, Pk 220 (SEA)"
1341,Kendall Hinton,WAKE,2015,42.5,-11.7,287,1.6,1.9,9.7,-10.7,0.8,39.6,na,2/19/1997,na
1342,Kurt Palandech,UND/UNLV,2015,42.1,-5.9,253,4.6,0.5,14.2,-11.9,1.8,44.0,na,na,na
1343,Bryant Shirreffs,CONN,2015,41.0,-15.1,470,6.7,19.7,3.5,-18.3,1.8,41.8,na,na,na
1344,Perry Hills,MD,2015,40.8,-28.1,310,-11.2,-9.9,9.0,-11.6,1.3,28.1,na,na,na
1345,Fredi Knighten,ARST,2015,40.7,-8.0,417,10.0,21.8,-0.7,-11.9,0.5,45.0,na,na,na
1346,Johnny McCrary,VAN,2015,40.3,-25.7,363,-7.1,0.9,3.9,-13.1,1.2,32.4,na,na,na
1347,Blake Frohnapfel,UMASS,2015,39.8,-16.7,578,9.7,20.7,3.9,-16.8,1.8,42.5,na,na,na
1348,Justin Thomas,GT,2015,39.4,-26.4,343,-8.2,2.9,-2.5,-9.0,0.5,31.0,na,3/15/1994,na
1349,Andrew Allen,NMSU,2015,39.0,-5.9,310,6.9,16.8,3.1,-12.6,-0.3,45.1,na,na,na
1350,Jaquez Johnson,FAU,2015,37.8,-10.3,377,7.6,15.1,1.9,-12.4,3.0,43.0,na,na,na
1351,Drew Lock,MIZ,2015,33.0,-39.3,335,-19.3,-15.3,7.9,-14.1,2.2,22.8,"6' 4"", 228 lbs",11/10/1996 (23),"2019: Rd 2, Pk 42 (DEN)"
1352,Garrett Smith,ULM,2015,32.3,-28.4,470,-4.5,14.3,-5.2,-13.3,-0.3,34.8,na,na,na
1353,Cameron Coffman,WYO,2015,32.2,-15.4,315,-0.2,22.4,-8.0,-15.3,0.7,37.6,na,na,na
1354,DaMarcus Smith,UNT,2015,31.8,-25.2,317,-6.1,-8.7,8.3,-5.5,-0.1,30.4,na,na,na
1355,Chuckie Keeton,USU,2015,31.7,-21.3,266,-7.5,-10.4,4.7,-5.1,3.4,30.3,na,na,na
1356,Ryan Willis,KU,2015,31.2,-44.9,395,-16.1,-1.9,-0.6,-14.5,0.9,23.5,na,na,na
1357,Justin Holman,UCF,2015,31.1,-24.1,327,-6.4,-5.8,6.1,-6.6,-0.2,31.7,na,na,na
1358,Cody Clements,USA,2015,30.4,-25.1,446,-3.1,10.8,-3.2,-16.4,5.4,35.8,na,na,na
1359,Tanner Lee,TULN,2015,29.0,-20.0,323,-3.6,17.1,-6.4,-13.9,-0.4,34.4,na,2/14/1995,"2018: Rd 6, Pk 203 (JAX)"
1360,Shuler Bentley,ODU,2015,26.8,-27.0,332,-8.7,5.1,-1.9,-14.5,2.7,30.0,na,na,na
1361,George Bollas,KENT,2015,26.6,-22.6,281,-6.3,-6.6,1.5,-4.1,2.7,30.2,na,na,na
1362,Dalton Sturm,UTSA,2015,24.4,-19.9,357,-2.3,18.7,-2.6,-18.4,-0.1,35.9,na,9/15/1995,na
1363,Max Wittek,HAW,2015,24.4,-40.0,328,-18.2,-6.8,1.4,-15.4,2.5,22.0,na,7/1/1993,na
1364,Billy Bahl,M-OH,2015,22.1,-30.9,279,-13.1,-3.8,0.4,-10.8,1.1,24.1,na,na,na
1365,Baker Mayfield,OKLA,2016,91.8,95.8,464,95.1,98.9,4.0,-10.9,3.1,89.5,"6' 1"", 215 lbs",4/14/1995 (25),"2018: Rd 1, Pk 1 (CLE)"
1366,Quinton Flowers,USF,2016,86.3,104.3,566,108.0,47.7,67.8,-6.5,-1.0,87.2,na,12/2/1994,na
1367,Sam Darnold,USC,2016,86.2,61.9,474,68.3,66.6,3.1,-3.8,2.3,79.5,"6' 3"", 225 lbs",6/5/1997 (23),"2018: Rd 1, Pk 3 (NYJ)"
1368,Lamar Jackson,LOU,2016,84.8,84.5,710,88.6,54.2,59.3,-23.6,-1.2,77.5,"6' 2"", 212 lbs",1/7/1997 (23),"2018: Rd 1, Pk 32 (BAL)"
1369,Deshaun Watson,CLEM,2016,83.9,72.5,796,96.8,93.1,6.2,-11.1,8.6,72.0,"6' 2"", 215 lbs",9/14/1995 (25),"2017: Rd 1, Pk 12 (HOU)"
1370,Mitchell Trubisky,UNC,2016,83.6,72.8,606,90.5,93.9,9.3,-13.7,1.1,77.7,"6' 2"", 220 lbs",8/20/1994 (26),"2017: Rd 1, Pk 2 (CHI)"
1371,Patrick Mahomes,TTU,2016,82.5,103.0,784,116.0,102.7,28.9,-18.1,2.5,79.7,"6' 3"", 230 lbs",9/17/1995 (25),"2017: Rd 1, Pk 10 (KC)"
1372,Zach Terrell,WMU,2016,81.9,76.8,493,81.8,77.9,14.1,-10.4,0.2,83.5,na,5/1/1993,na
1373,Chad Kelly,MISS,2016,81.4,37.1,447,51.2,50.6,9.1,-12.7,4.3,70.3,na,3/26/1994,"2017: Rd 7, Pk 253 (DEN)"
1374,Jake Browning,WASH,2016,81.3,56.4,494,57.5,62.8,6.5,-14.5,2.7,76.6,na,4/11/1996,na
1375,Nathan Peterman,PITT,2016,81.2,45.3,423,56.4,49.0,8.5,-7.3,6.0,75.3,"6' 2"", 225 lbs",5/4/1994 (26),"2017: Rd 5, Pk 171 (BUF)"
1376,Joshua Dobbs,TENN,2016,79.8,43.6,533,62.0,43.4,36.6,-21.1,2.9,70.1,"6' 3"", 216 lbs",1/26/1995 (25),"2017: Rd 4, Pk 135 (PIT)"
1377,Will Worth,NAVY,2016,79.6,51.6,401,57.0,30.4,31.1,-6.4,1.8,79.2,na,na,na
1378,Deondre Francois,FSU,2016,78.4,34.5,558,52.4,55.2,13.6,-19.2,3.1,65.5,"6' 2"", 215 lbs",na,na
1379,Justin Thomas,GT,2016,78.2,31.4,315,40.7,32.5,13.8,-9.1,3.5,73.8,na,3/15/1994,na
1380,Brandon Dawkins,ARIZ,2016,78.2,30.9,339,39.6,12.3,31.2,-7.7,3.8,72.0,na,na,na
1381,Logan Woodside,TOL,2016,77.9,69.9,504,81.5,95.0,-5.7,-9.1,1.2,80.9,"6' 1"", 213 lbs",1/27/1995 (25),"2018: Rd 7, Pk 249 (CIN)"
1382,Mike White,WKU,2016,77.6,67.1,475,71.1,85.7,-3.9,-10.8,0.5,81.3,na,3/25/1995,"2018: Rd 5, Pk 171 (DAL)"
1383,Nick Fitzgerald,MSST,2016,77.4,61.8,599,71.3,15.9,61.3,-8.9,2.9,74.5,na,1/14/1996,na
1384,Mason Rudolph,OKST,2016,75.7,52.9,563,70.9,79.8,6.7,-19.7,4.1,72.6,"6' 5"", 235 lbs",7/17/1995 (25),"2018: Rd 3, Pk 76 (PIT)"
1385,Jesse Ertz,KSU,2016,75.6,41.9,490,57.3,29.1,39.7,-11.8,0.4,70.8,na,na,na
1386,Wilton Speight,MICH,2016,75.1,15.9,387,26.8,39.6,-1.4,-13.0,1.5,60.5,"6' 6"", 235 lbs",12/6/1994 (25),na
1387,Danny Etling,LSU,2016,74.7,16.8,343,27.8,35.7,2.0,-11.3,1.4,62.5,na,7/22/1994,"2018: Rd 7, Pk 219 (NE)"
1388,Jerod Evans,VT,2016,74.0,51.0,665,69.0,66.1,15.0,-18.9,6.6,68.9,na,1/16/1994,na
